level_0,recG_1,recG_10,recG_100,recG_101,recG_102,recG_103,recG_104,recG_105,recG_106,recG_107,recG_108,recG_109,recG_11,recG_110,recG_111,recG_112,recG_113,recG_114,recG_115,recG_116,recG_117,recG_118,recG_119,recG_12,recG_120,recG_121,recG_122,recG_123,recG_124,recG_125,recG_126,recG_127,recG_128,recG_129,recG_13,recG_130,recG_131,recG_132,recG_133,recG_134,recG_135,recG_136,recG_137,recG_138,recG_139,recG_14,recG_140,recG_141,recG_142,recG_143,recG_144,recG_145,recG_146,recG_147,recG_148,recG_149,recG_15,recG_150,recG_151,recG_152,recG_153,recG_154,recG_155,recG_156,recG_157,recG_158,recG_159,recG_16,recG_160,recG_161,recG_162,recG_163,recG_164,recG_165,recG_166,recG_167,recG_168,recG_169,recG_17,recG_170,recG_171,recG_172,recG_173,recG_174,recG_175,recG_176,recG_177,recG_178,recG_179,recG_18,recG_180,recG_181,recG_182,recG_183,recG_184,recG_185,recG_186,recG_187,recG_188,recG_189,recG_19,recG_190,recG_191,recG_192,recG_193,recG_194,recG_195,recG_196,recG_197,recG_198,recG_199,recG_2,recG_20,recG_200,recG_201,recG_202,recG_203,recG_204,recG_205,recG_206,recG_207,recG_208,recG_209,recG_21,recG_210,recG_211,recG_212,recG_213,recG_214,recG_215,recG_216,recG_217,recG_218,recG_219,recG_22,recG_220,recG_221,recG_222,recG_223,recG_224,recG_225,recG_226,recG_227,recG_228,recG_229,recG_23,recG_230,recG_231,recG_232,recG_233,recG_234,recG_235,recG_236,recG_237,recG_238,recG_239,recG_24,recG_240,recG_241,recG_25,recG_26,recG_27,recG_28,recG_29,recG_3,recG_30,recG_31,recG_32,recG_33,recG_34,recG_35,recG_36,recG_37,recG_38,recG_39,recG_4,recG_40,recG_41,recG_42,recG_43,recG_44,recG_45,recG_46,recG_47,recG_48,recG_49,recG_5,recG_50,recG_51,recG_52,recG_53,recG_54,recG_55,recG_56,recG_57,recG_58,recG_59,recG_6,recG_60,recG_61,recG_62,recG_63,recG_64,recG_65,recG_66,recG_67,recG_68,recG_69,recG_7,recG_70,recG_71,recG_72,recG_73,recG_74,recG_75,recG_76,recG_77,recG_78,recG_79,recG_8,recG_80,recG_81,recG_82,recG_83,recG_84,recG_85,recG_86,recG_87,recG_88,recG_89,recG_9,recG_90,recG_91,recG_92,recG_93,recG_94,recG_95,recG_96,recG_97,recG_98,recG_99
recG_213,151,151,157,155,156,157,156,156,157,155,156,153,152,153,165,165,166,154,164,164,165,159,162,150,167,166,166,166,163,164,165,163,162,161,147,165,164,163,163,153,153,152,148,151,153,149,152,167,163,166,164,167,163,152,152,162,152,151,152,152,151,153,151,161,152,156,157,151,153,154,147,150,154,151,153,152,155,151,153,168,160,151,164,164,152,164,165,167,165,150,164,168,167,167,163,152,158,99,70,74,151,10,8,14,97,153,152,153,152,151,163,153,152,164,168,165,156,84,97,74,92,98,152,153,16,11,87,0,163,169,165,164,163,152,158,152,154,153,153,154,155,151,154,152,156,158,70,152,165,151,151,165,73,75,164,151,158,152,101,160,159,152,152,152,151,153,153,152,151,164,163,166,164,166,166,152,163,165,164,146,147,146,163,163,162,162,153,153,165,151,165,164,163,150,163,164,162,151,165,150,153,151,149,154,147,151,153,154,153,164,152,162,152,156,157,164,147,166,148,152,166,148,150,153,165,158,165,164,164,151,147,151,151,152,146,158,152,151,163,150,157
recG_214,62,60,62,59,60,61,61,56,57,57,56,49,60,49,9,11,16,63,7,7,10,44,5,63,12,14,10,11,12,10,11,8,9,13,63,10,10,12,60,58,59,63,62,46,48,63,42,17,9,16,10,11,11,43,66,7,61,49,48,50,48,47,47,10,61,57,56,63,61,62,50,54,49,49,50,63,61,50,61,14,45,48,7,11,46,11,9,13,14,62,10,13,11,13,12,48,44,158,165,156,61,163,161,166,170,52,53,51,63,48,14,63,60,12,13,13,59,158,158,155,156,157,52,60,159,163,167,163,0,14,10,9,11,47,39,50,47,49,49,51,50,51,51,49,51,38,155,48,11,48,48,14,153,159,62,47,40,48,171,45,40,47,49,48,61,48,49,48,50,13,13,11,10,11,12,62,11,12,10,45,43,44,6,12,9,7,62,49,10,47,10,8,10,52,8,10,8,62,11,52,56,55,52,57,52,56,58,55,62,7,58,10,61,60,48,10,44,10,42,64,12,42,48,60,15,45,11,11,12,48,63,64,48,49,46,49,48,48,11,48,60
recG_215,59,58,58,55,56,57,57,54,55,55,54,45,58,45,7,9,12,61,9,9,8,44,9,60,8,10,8,9,10,8,9,10,9,14,61,10,8,12,58,58,57,60,60,44,44,61,42,13,7,16,8,9,11,43,62,9,59,45,44,46,44,43,45,12,57,56,53,60,57,58,46,52,45,45,46,61,59,46,59,10,45,44,9,7,44,11,7,11,10,60,8,9,7,9,14,44,46,159,163,153,59,169,167,172,171,50,51,49,60,46,14,60,58,10,9,9,55,157,159,152,158,158,48,57,164,169,165,169,14,0,8,7,9,43,39,46,43,46,46,48,46,47,47,45,47,38,157,44,11,44,44,10,151,156,59,43,40,44,174,45,40,43,45,44,59,44,45,44,46,11,13,7,8,5,10,59,9,10,8,45,43,44,8,8,9,9,60,45,12,43,8,6,8,50,8,10,10,60,13,50,54,53,50,55,50,54,56,53,59,9,56,10,57,56,48,8,44,8,42,61,10,42,46,58,11,45,9,9,10,44,61,61,44,45,46,49,44,44,9,44,56
recG_216,56,55,55,52,53,54,54,51,52,52,51,42,55,42,1,3,10,58,5,5,4,39,5,57,6,8,4,5,6,4,5,6,5,10,58,6,4,8,55,55,54,57,57,41,41,58,39,11,3,12,4,5,7,40,61,5,56,42,41,43,41,40,40,8,54,53,50,57,54,55,43,49,42,42,43,58,54,43,56,8,40,41,5,5,39,7,3,7,8,57,4,7,5,7,10,41,41,154,161,154,56,165,163,168,168,47,48,46,57,41,10,57,55,6,7,7,52,157,154,153,156,153,45,54,160,165,166,165,10,8,0,3,3,40,34,43,40,42,42,44,43,44,44,42,44,33,152,41,7,41,41,8,150,157,56,40,35,41,169,40,35,40,42,41,56,41,42,41,43,7,9,5,4,5,6,56,5,4,2,42,40,41,4,6,5,5,57,42,8,40,4,2,4,47,4,6,6,57,9,47,51,50,47,52,47,51,53,50,56,5,53,6,54,53,45,2,41,2,39,58,6,39,42,55,9,40,3,5,4,41,58,58,41,42,43,46,41,41,3,41,53
recG_217,56,55,55,52,53,54,54,51,52,52,51,42,55,42,2,4,9,58,4,4,3,39,4,57,5,7,3,4,5,3,4,5,4,9,58,5,3,7,55,55,54,57,57,41,41,58,39,10,2,11,3,4,6,40,61,4,56,42,41,43,41,40,40,7,54,53,50,57,54,55,43,48,42,42,43,58,55,43,56,7,40,41,4,4,39,6,2,6,7,57,3,6,4,6,9,41,41,153,160,153,56,164,162,167,166,47,48,46,57,41,9,57,55,5,6,6,52,156,153,152,156,152,45,54,159,164,165,164,9,7,3,0,4,40,34,43,40,42,42,44,43,44,44,42,44,33,153,41,6,41,41,7,149,156,56,40,35,41,170,40,35,40,42,41,56,41,42,41,43,6,8,4,3,4,5,56,4,5,3,42,40,41,3,5,4,4,57,42,7,40,3,1,3,47,3,5,5,57,8,47,51,50,47,52,47,51,53,50,56,4,53,5,54,53,45,3,41,3,39,58,5,39,43,55,8,40,4,4,5,41,58,58,41,42,43,46,41,41,4,41,53
recG_218,58,57,57,54,55,56,56,53,54,54,53,44,57,44,2,4,11,60,6,6,5,41,6,59,7,9,5,6,7,3,6,7,6,11,58,7,5,9,55,56,56,59,59,43,43,60,40,12,4,13,5,6,8,41,61,6,58,44,43,45,43,42,42,9,54,55,50,59,56,57,43,50,44,44,45,60,54,45,58,9,42,43,6,6,41,8,4,8,9,59,5,8,6,8,11,43,43,152,160,153,58,163,161,166,167,48,49,47,59,43,11,59,57,7,8,8,54,158,152,152,157,151,45,56,158,163,167,163,11,9,3,4,0,42,36,45,40,42,42,44,43,44,44,42,44,35,151,43,8,43,43,9,149,156,56,42,37,43,169,42,37,42,44,43,58,43,44,43,45,8,10,6,5,6,7,58,6,5,1,40,40,41,5,7,6,6,59,44,9,42,5,3,3,47,5,7,5,59,10,47,51,50,47,52,47,51,53,50,58,6,53,7,56,55,45,3,41,3,39,60,7,39,41,57,10,42,4,6,5,43,60,60,43,44,41,46,43,43,4,43,55
recG_219,51,49,48,46,49,50,47,49,50,50,49,2,49,2,40,42,45,50,42,42,41,47,42,52,43,43,41,42,43,41,42,43,42,47,48,43,41,41,47,53,49,52,47,4,4,47,42,45,40,45,41,42,44,43,55,42,48,5,4,4,4,4,5,45,47,50,48,50,50,51,46,48,3,2,3,50,56,3,50,45,48,4,42,42,6,42,40,44,41,49,41,44,42,42,47,4,49,145,146,142,50,151,149,153,157,48,48,47,52,6,47,52,49,41,44,40,49,144,145,141,149,144,41,51,143,151,151,152,47,43,40,40,42,0,46,3,37,40,40,42,39,39,41,37,41,45,145,4,43,3,6,43,142,144,51,2,47,4,152,48,47,3,3,1,48,2,3,4,3,44,46,42,40,42,43,49,40,42,41,45,43,42,41,41,42,40,49,2,45,2,41,39,41,50,41,43,43,49,46,46,52,49,46,53,46,52,54,53,49,42,52,39,51,49,44,41,44,41,44,51,43,42,46,49,44,48,41,41,42,4,48,53,4,2,46,45,4,3,42,3,49
recG_22,49,50,55,52,53,54,54,51,52,50,51,48,49,48,34,36,37,50,36,36,35,5,36,50,33,39,35,36,35,33,34,37,34,38,48,35,35,35,53,54,48,50,47,46,46,48,41,42,34,33,35,36,36,42,65,36,48,45,46,46,44,46,45,39,47,49,48,48,48,49,44,48,46,48,49,48,55,49,50,39,6,46,36,36,44,32,32,34,34,48,35,32,36,34,39,46,7,155,159,152,48,158,155,161,160,46,46,45,50,44,38,50,50,35,32,35,54,153,153,150,150,154,38,51,155,158,159,158,39,39,34,34,36,46,0,49,34,39,38,38,39,38,38,36,38,1,156,46,33,47,47,36,147,154,53,46,1,46,166,6,1,45,47,47,49,46,47,46,49,36,38,34,35,36,33,49,36,36,35,50,48,47,35,35,33,35,49,48,39,46,33,33,35,52,33,33,37,47,38,49,55,52,49,56,50,53,55,51,48,36,55,34,55,53,45,35,49,35,49,49,35,47,50,49,36,6,35,36,36,46,48,51,46,48,51,46,46,47,36,47,53
recG_220,50,48,51,49,52,53,50,52,53,53,52,3,48,3,43,45,46,49,45,45,44,50,45,51,46,46,44,45,44,44,43,46,45,50,47,46,44,44,48,54,48,51,46,5,5,46,45,48,43,48,44,45,47,46,55,45,47,6,5,5,5,5,6,46,50,53,51,49,53,54,47,51,4,3,2,49,57,2,49,48,51,5,45,45,7,45,43,47,42,48,44,47,45,43,48,5,52,144,146,142,49,151,149,153,158,51,51,50,51,7,50,51,48,44,47,41,52,144,144,141,149,143,42,50,143,151,151,152,50,46,43,43,45,3,49,0,40,43,43,45,42,42,44,40,44,48,145,5,46,4,7,44,142,144,54,3,50,3,152,51,50,4,4,2,47,3,4,5,4,45,49,43,43,45,46,48,43,43,44,46,44,43,44,44,45,43,48,3,48,3,42,42,44,51,44,46,46,48,49,47,53,50,47,54,47,53,55,54,48,45,53,42,52,52,45,44,45,44,45,50,44,43,47,48,45,51,44,44,45,5,47,52,5,1,47,46,5,4,45,4,52
recG_221,38,37,42,37,38,39,41,38,39,39,38,39,36,39,40,42,44,37,42,42,41,37,42,39,41,43,41,42,41,37,40,43,40,47,31,41,41,39,33,55,37,39,32,37,37,35,39,45,40,43,41,42,42,40,52,42,35,36,37,37,35,37,38,45,32,36,32,37,36,37,39,48,37,39,40,37,39,40,37,43,36,37,42,42,39,38,40,42,40,37,41,42,42,38,47,37,39,152,154,149,37,155,149,159,161,46,46,45,39,37,47,39,37,41,40,39,39,154,150,148,154,151,13,38,151,155,157,154,47,43,40,40,40,37,34,40,0,6,5,7,11,6,6,4,12,35,153,37,38,38,38,42,142,151,36,37,35,37,162,38,35,36,38,38,36,37,36,35,40,42,42,40,40,42,41,36,42,42,39,37,37,38,41,43,40,41,36,39,45,37,39,39,39,40,39,39,41,36,44,38,40,37,38,41,38,40,42,42,35,42,43,40,39,38,38,41,38,41,38,38,41,36,37,36,43,38,41,41,42,37,33,40,37,39,38,39,37,38,42,38,39
recG_222,39,38,44,39,40,41,43,40,41,41,40,42,37,42,42,44,46,38,44,44,43,40,44,40,43,45,43,44,43,41,42,45,42,49,32,43,43,41,34,59,38,40,33,41,41,36,42,47,42,47,43,44,44,43,53,44,36,40,41,41,39,41,41,47,35,36,32,38,38,39,40,50,41,42,43,38,41,43,38,45,39,41,44,44,42,42,42,44,42,38,43,44,44,42,49,41,42,153,156,151,38,154,148,160,162,48,48,47,40,40,49,40,38,43,44,41,41,156,151,150,156,152,13,39,149,154,159,153,49,46,42,42,42,40,39,43,6,0,1,7,13,8,8,6,14,40,154,41,42,41,41,44,144,153,36,40,40,41,162,41,40,40,42,41,37,41,40,39,43,44,44,42,42,44,43,37,44,44,41,38,38,39,43,45,42,43,37,42,47,40,41,41,39,42,41,43,43,37,46,40,42,39,40,43,40,42,44,44,36,44,45,42,41,40,42,43,39,43,39,39,43,37,38,37,45,41,43,43,44,41,34,41,41,42,39,43,41,41,44,41,41
recG_223,39,38,44,39,40,41,43,40,41,41,40,42,37,42,42,44,46,38,44,44,43,39,44,40,43,45,43,44,43,41,42,45,42,49,32,43,43,41,34,58,38,40,33,40,40,36,42,47,42,47,43,44,44,43,54,44,36,39,40,40,38,40,40,47,35,36,32,38,38,39,40,49,40,42,43,38,40,43,38,45,38,40,44,44,41,42,42,44,42,38,43,44,44,42,49,40,41,153,156,151,38,154,148,160,162,47,47,46,40,39,49,40,38,43,44,41,41,156,151,150,156,152,12,39,150,154,159,153,49,46,42,42,42,40,38,43,5,1,0,6,12,7,7,5,13,39,154,40,42,41,41,44,144,153,36,40,39,40,162,40,39,39,41,41,37,40,39,38,43,44,44,42,42,44,43,37,44,44,41,38,38,39,43,45,42,43,37,42,47,40,41,41,39,41,41,43,43,37,46,39,41,38,39,42,39,41,43,43,36,44,44,42,41,40,41,43,39,43,39,39,43,37,38,37,45,40,43,43,44,40,34,41,40,42,39,42,40,41,44,41,41
recG_224,39,38,44,39,40,41,43,40,41,41,40,44,37,44,44,46,48,38,46,46,44,39,46,40,43,47,45,46,45,43,44,47,44,51,32,45,45,43,36,58,38,40,33,42,42,36,42,49,44,49,45,46,46,43,54,46,36,41,42,42,40,42,42,49,35,38,34,38,38,39,40,49,42,44,45,38,40,45,38,47,38,42,46,46,43,44,44,44,44,38,45,44,46,44,51,42,41,151,155,150,38,155,149,159,160,47,47,46,40,41,51,40,38,45,44,43,41,154,149,148,155,150,14,39,151,155,157,154,51,48,44,44,44,42,38,45,7,7,6,0,10,5,1,7,9,39,152,42,44,43,43,46,143,152,38,42,39,42,162,40,39,41,43,43,37,42,41,40,45,46,46,44,44,46,43,37,46,46,43,40,40,41,45,47,44,45,37,44,49,42,43,43,41,43,43,45,45,37,48,41,43,40,41,44,41,43,45,45,36,46,46,44,41,40,41,45,41,45,41,39,45,39,40,37,47,40,45,45,46,42,34,41,42,44,41,42,42,43,46,43,41
recG_225,39,38,44,39,40,41,43,40,41,43,42,41,37,41,43,45,47,38,45,45,43,40,45,40,44,46,44,45,44,42,43,46,43,50,32,44,44,42,38,58,38,40,33,39,39,36,44,48,43,48,44,45,45,45,53,45,36,38,39,39,37,39,40,48,32,40,36,38,38,39,41,48,39,41,42,38,38,42,38,46,39,39,45,45,41,43,43,45,45,38,44,45,45,45,50,39,42,152,155,149,38,156,151,158,161,46,46,45,40,39,50,40,38,44,45,44,41,154,150,148,155,151,16,39,152,156,160,155,50,46,43,43,43,39,39,42,11,13,12,10,0,7,9,9,3,38,154,39,43,40,40,45,143,151,40,39,40,39,163,41,40,38,40,40,37,39,38,37,42,45,45,43,43,45,44,37,44,45,42,38,38,37,44,44,43,44,37,41,48,39,42,42,40,43,42,44,44,37,47,41,43,40,41,44,41,43,45,45,36,45,44,43,42,40,43,44,39,44,39,39,44,37,38,37,46,41,44,44,45,39,34,41,39,41,39,44,39,40,45,40,41
recG_226,38,37,43,38,39,40,42,41,42,42,41,41,36,41,44,46,48,37,46,46,44,39,46,39,45,47,45,46,45,43,44,47,42,51,31,45,45,43,35,55,37,39,32,39,39,35,43,49,44,49,45,46,46,44,53,46,35,38,39,39,37,39,40,49,34,39,35,37,37,38,41,46,39,39,42,37,39,42,37,47,38,39,46,46,41,44,44,46,44,37,45,46,46,44,51,39,41,149,153,146,37,152,146,156,158,44,44,43,39,39,51,39,37,45,46,43,40,151,147,145,151,148,13,38,148,152,156,151,51,47,44,44,44,39,38,42,6,8,7,5,7,0,4,4,8,39,151,39,44,40,40,46,141,148,39,39,39,39,159,40,39,38,40,40,36,39,38,37,40,46,46,44,44,46,45,36,46,46,43,39,39,38,45,45,44,45,36,41,49,39,43,43,41,40,43,45,45,36,48,38,40,37,38,41,38,40,42,42,35,46,41,44,42,39,42,45,40,45,40,38,45,38,39,36,47,40,45,45,46,39,33,40,37,41,40,43,39,40,46,38,40
recG_227,38,37,43,38,39,40,42,39,40,40,39,43,36,43,44,46,48,37,46,46,44,39,46,39,43,47,45,46,45,43,44,47,44,51,31,45,45,43,35,57,37,39,32,41,41,35,41,49,44,49,45,46,46,42,53,46,35,40,41,41,39,41,42,49,34,37,33,37,37,38,39,48,41,43,44,37,39,44,37,47,38,41,46,46,43,44,44,44,44,37,45,44,46,44,51,41,41,151,154,149,37,155,149,159,160,46,46,45,39,41,51,39,37,45,44,43,40,153,149,147,154,150,13,38,151,155,156,154,51,47,44,44,44,41,38,44,6,8,7,1,9,4,0,6,8,39,152,41,44,42,42,46,142,151,37,41,39,41,161,40,39,40,42,42,36,41,40,39,44,46,46,44,44,46,43,36,46,46,43,39,39,40,45,47,44,45,36,43,49,41,43,43,41,42,43,45,45,36,48,40,42,39,40,43,40,42,44,44,35,46,45,44,40,39,40,45,40,45,40,38,45,38,39,36,47,40,45,45,46,41,33,40,41,43,40,41,41,42,46,42,40
recG_228,34,33,41,36,37,38,40,39,40,40,39,39,32,39,42,44,46,33,44,44,43,37,44,35,43,45,43,44,43,41,42,45,42,49,27,43,43,41,33,55,33,35,28,37,37,31,41,47,42,47,43,44,44,42,51,44,31,36,37,37,35,37,38,47,31,37,33,33,35,36,37,46,37,39,40,33,37,40,33,45,36,37,44,44,39,42,42,44,42,33,43,44,44,42,49,37,39,150,152,147,33,153,147,157,159,44,44,43,35,37,49,35,33,43,44,41,38,151,148,146,152,149,9,34,149,153,158,152,49,45,42,42,42,37,36,40,4,6,5,7,9,4,6,0,10,37,151,37,42,38,38,44,140,149,37,37,37,37,161,38,37,36,38,38,32,37,36,35,40,44,44,42,42,44,43,32,44,44,41,37,37,36,43,43,42,43,32,39,47,37,41,41,39,38,41,43,43,32,46,38,38,35,38,39,38,38,40,40,31,44,39,42,40,37,40,43,38,43,38,34,43,36,37,32,45,38,43,43,44,37,29,36,37,39,38,41,37,38,44,38,38
recG_229,38,37,43,38,39,40,42,39,40,42,41,43,36,43,44,46,48,37,46,46,44,39,46,39,43,47,45,46,45,43,44,47,44,51,31,45,45,43,39,57,37,39,32,41,41,35,43,49,44,49,45,46,46,44,53,46,35,40,41,41,39,41,42,49,32,39,35,37,37,38,41,48,41,43,44,37,37,44,37,47,38,41,46,46,43,44,44,44,46,37,45,44,46,46,51,41,41,153,156,150,37,157,152,159,162,46,46,45,39,41,51,39,37,45,44,45,40,155,151,148,156,152,15,38,153,157,161,156,51,47,44,44,44,41,38,44,12,14,13,9,3,8,8,10,0,37,155,41,44,42,42,46,144,152,39,41,39,41,163,40,39,40,42,42,36,41,40,39,44,46,46,44,44,46,43,36,46,46,43,39,39,38,45,45,44,45,36,43,49,41,43,43,41,44,43,45,45,36,48,42,44,41,42,45,42,44,46,46,35,46,45,44,41,39,42,45,40,45,40,38,45,38,39,36,47,40,45,45,46,41,33,40,41,43,40,43,41,42,46,42,40
recG_23,48,49,54,51,52,53,53,50,51,49,50,47,48,47,33,35,36,49,35,35,34,6,35,49,32,38,34,35,34,32,33,36,33,37,47,34,34,34,54,53,47,49,46,45,45,47,40,41,33,32,34,35,35,41,64,35,47,44,45,45,43,45,44,38,46,48,47,47,47,48,43,47,45,47,48,47,54,48,49,38,7,45,35,35,43,31,31,33,33,47,34,31,35,33,38,45,8,155,159,151,47,158,155,161,160,45,45,44,49,43,37,49,49,34,31,34,53,153,153,149,150,154,39,50,155,158,159,158,38,38,33,33,35,45,1,48,35,40,39,39,38,39,39,37,37,0,156,45,32,46,46,35,147,153,52,45,2,45,166,7,2,44,46,46,48,45,46,45,48,35,37,33,34,35,32,48,35,35,34,49,47,46,34,34,32,34,48,47,38,45,32,32,34,51,32,32,36,46,37,48,54,51,48,55,49,52,54,50,47,35,54,33,54,52,44,34,48,34,48,48,34,46,49,48,35,7,34,35,35,45,47,50,45,47,50,45,45,46,35,46,52
recG_230,147,147,157,155,156,157,156,160,161,159,160,146,148,146,152,152,153,150,155,155,154,158,153,148,155,155,155,155,152,154,154,156,153,152,147,156,154,154,160,152,148,148,147,144,145,145,149,157,152,155,153,156,154,152,146,155,148,146,145,147,146,144,144,152,156,154,156,147,151,152,149,148,147,144,146,148,152,144,149,155,157,145,155,153,145,156,152,156,153,146,153,156,155,155,152,145,157,97,77,76,147,71,69,71,102,151,151,151,148,144,154,149,148,155,156,153,156,90,97,79,90,96,150,149,71,72,89,70,155,157,152,153,151,145,156,145,153,154,154,152,154,151,152,151,155,156,0,145,156,144,146,152,74,83,156,144,156,145,100,159,155,145,146,145,147,146,146,145,144,153,152,154,155,154,155,148,153,152,152,147,147,146,154,152,154,153,149,146,158,144,154,153,153,154,154,155,154,147,158,152,155,153,153,156,151,153,155,154,149,155,153,153,154,156,153,151,147,153,146,148,155,148,151,149,152,158,152,155,151,144,148,149,144,145,147,154,145,144,150,143,157
recG_231,51,49,49,47,50,51,48,50,51,51,50,4,49,4,41,43,47,50,43,43,42,47,43,52,44,44,42,43,43,42,43,44,43,48,48,44,42,42,48,53,49,52,47,2,2,47,42,46,41,46,42,43,44,44,55,43,48,3,2,4,2,2,3,45,49,52,50,50,52,53,46,48,3,4,5,50,56,5,50,46,48,2,43,43,4,43,41,45,43,49,42,45,43,43,47,2,49,145,146,142,50,151,149,153,159,48,48,47,52,4,48,52,49,42,45,42,50,143,145,141,149,144,41,51,143,151,150,152,48,44,41,41,43,4,46,5,37,41,40,42,39,39,41,37,41,45,145,0,44,1,4,45,141,144,53,4,47,2,153,48,47,1,3,3,48,2,3,2,5,44,47,43,41,43,44,49,41,43,42,45,43,42,42,42,43,42,49,4,46,2,42,40,42,49,42,44,44,49,47,46,52,49,46,53,46,52,54,53,49,43,51,41,53,50,44,42,44,42,44,51,44,42,46,49,46,48,42,42,43,2,48,53,2,4,46,45,2,3,43,3,50
recG_232,56,55,57,54,55,56,56,53,54,54,53,45,55,45,6,8,13,58,6,6,7,38,6,57,9,11,7,8,9,5,8,7,4,13,58,5,7,7,55,57,54,57,57,44,44,58,38,14,6,9,7,8,6,39,65,6,56,43,44,44,42,43,43,9,54,54,52,57,56,57,44,50,45,45,46,58,56,46,56,11,39,44,6,8,42,4,6,10,11,57,5,10,8,8,11,44,40,157,161,156,56,165,163,168,171,48,49,47,57,44,13,57,55,7,8,10,54,159,155,155,155,156,47,54,160,165,166,165,11,11,7,6,8,43,33,46,38,42,42,44,43,44,44,42,44,32,156,44,0,44,44,11,150,159,60,43,34,44,173,39,34,43,45,44,56,44,45,44,46,10,8,8,7,8,9,56,8,9,7,41,39,40,5,9,4,6,57,45,9,43,7,5,7,46,3,3,7,57,10,46,50,49,46,51,46,50,52,49,56,6,52,5,56,55,45,7,40,7,38,58,9,38,42,55,12,39,8,8,9,44,58,58,44,45,42,46,44,44,8,44,55
recG_233,50,48,49,47,50,51,48,50,51,51,50,3,48,3,41,43,46,49,43,43,42,48,43,51,44,44,42,43,43,42,43,44,43,48,47,44,42,42,48,54,48,51,46,3,3,46,42,46,41,46,42,43,44,44,55,43,47,4,3,5,3,3,4,45,48,51,49,49,51,52,45,49,4,3,4,49,57,4,49,46,49,3,43,43,5,43,41,45,42,48,42,45,43,43,47,3,50,144,145,141,49,150,148,152,158,49,49,48,51,5,48,51,48,42,45,41,50,142,144,140,148,143,42,50,142,150,150,151,48,44,41,41,43,3,47,4,38,41,41,43,40,40,42,38,42,46,144,1,44,0,3,44,141,143,52,3,48,3,153,49,48,2,4,2,47,3,4,3,4,44,47,43,41,43,44,48,41,43,42,44,42,41,42,42,43,41,48,3,46,1,42,40,42,50,42,44,44,48,47,47,53,50,47,54,47,53,55,54,48,43,52,40,52,50,45,42,43,42,43,50,44,41,45,48,45,49,42,42,43,3,47,52,3,3,45,46,3,2,43,2,50
recG_234,50,48,51,49,52,53,50,52,53,53,52,6,48,6,41,43,46,49,43,43,42,49,43,51,44,44,42,43,43,42,43,44,43,48,48,44,42,42,51,54,48,51,47,6,6,47,43,46,41,46,42,43,44,45,56,43,47,7,6,8,6,6,7,45,50,51,49,49,51,52,45,50,7,6,7,49,57,7,49,46,50,6,43,43,8,43,41,45,42,48,42,45,43,43,47,6,51,145,146,142,49,151,148,153,159,50,50,49,51,8,48,51,48,42,45,41,52,144,145,141,149,144,42,50,143,151,151,151,48,44,41,41,43,6,47,7,38,41,41,43,40,40,42,38,42,46,146,4,44,3,0,44,142,144,52,6,48,6,154,50,48,5,7,5,47,6,7,6,7,44,47,43,41,43,44,48,41,43,42,44,42,41,42,42,43,41,48,6,46,4,42,40,42,50,42,44,44,48,47,47,53,50,47,54,47,53,55,54,48,43,52,40,54,52,48,42,43,42,43,50,44,41,45,48,45,50,42,42,43,6,48,52,6,6,45,49,6,5,43,5,52
recG_235,57,56,58,55,56,57,57,54,55,55,54,45,56,45,7,9,2,59,9,9,8,41,9,58,6,12,8,9,8,8,5,10,9,14,59,10,8,12,56,54,55,58,58,45,45,59,43,15,7,16,8,9,11,44,61,9,57,46,45,47,45,44,44,10,55,54,51,58,54,55,44,51,46,45,46,59,60,46,57,12,42,45,9,9,43,11,7,9,4,58,8,7,7,5,12,45,43,154,160,153,57,164,161,167,165,49,50,48,58,45,14,58,56,10,7,3,55,155,154,152,155,153,45,55,159,164,167,165,14,10,8,7,9,43,36,44,42,44,44,46,45,46,46,44,46,35,152,45,11,44,44,0,151,156,57,43,37,45,169,42,37,44,46,44,57,45,46,45,46,9,12,3,8,7,8,57,9,8,8,45,43,44,8,10,9,7,58,45,12,43,4,6,8,47,8,10,10,58,13,47,51,50,47,52,47,51,53,50,57,9,53,8,53,56,47,8,44,8,42,59,6,42,44,56,1,42,9,9,10,45,59,59,45,45,46,48,45,44,9,44,56
recG_236,142,143,144,142,143,144,143,144,145,143,144,143,144,143,150,150,152,146,151,151,150,148,149,143,152,150,151,149,146,150,150,151,149,148,142,150,151,148,147,146,145,143,142,140,142,142,140,153,148,149,149,152,148,142,139,151,144,140,141,141,140,140,142,148,141,140,142,142,139,140,143,144,143,143,143,144,146,141,143,153,149,142,151,150,142,148,148,149,151,142,151,153,152,151,148,141,146,77,27,55,143,72,72,74,91,148,147,147,143,142,150,144,144,149,153,151,143,74,75,57,67,76,141,144,73,73,71,73,153,151,150,149,149,142,147,142,142,144,144,143,143,141,142,140,144,147,74,141,150,141,142,151,0,59,149,141,147,141,97,149,148,141,143,142,143,142,142,141,143,147,148,151,151,150,150,143,149,150,150,140,140,139,150,149,147,151,145,143,154,141,150,149,149,145,148,148,149,143,154,144,149,146,145,150,142,147,149,146,144,151,146,148,145,143,146,149,140,151,139,143,150,141,144,143,151,149,148,151,149,140,142,142,142,142,140,147,141,141,148,142,145
